irradiation date,cell line,radiation type,sample_id,dose,position,image_nr,nuclei,micronuclei
05MAY2022,MOC2,proton,2,4.58,1,3,1,0
05MAY2022,MOC2,proton,2,4.58,1,3,2,0
05MAY2022,MOC2,proton,2,4.58,1,3,3,1
05MAY2022,MOC2,proton,2,4.58,1,3,2,0
05MAY2022,MOC2,proton,2,4.58,1,3,1,1
05MAY2022,MOC2,proton,2,4.58,1,3,1,0
05MAY2022,MOC2,proton,2,4.58,1,3,0,3
05MAY2022,MOC2,proton,2,4.58,1,3,9,5
05MAY2022,MOC2,proton,2,4.58,1,3,1,0
05MAY2022,MOC2,proton,2,4.58,1,3,0,5
05MAY2022,MOC2,proton,2,4.58,1,3,3,0
05MAY2022,MOC2,proton,2,4.58,1,3,1,0
05MAY2022,MOC2,proton,2,4.58,1,3,2,0
05MAY2022,MOC2,proton,2,4.58,1,3,1,2
05MAY2022,MOC2,proton,2,4.58,1,3,1,0
05MAY2022,MOC2,proton,2,4.58,1,3,0,1
05MAY2022,MOC2,proton,2,4.58,1,3,4,0
05MAY2022,MOC2,proton,2,4.58,1,3,0,1
05MAY2022,MOC2,proton,2,4.58,1,3,1,0
05MAY2022,MOC2,proton,2,4.58,1,3,1,0
05MAY2022,MOC2,proton,2,4.58,1,3,0,1
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,1
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,2
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,3,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,0
05MAY2022,MOC2,proton,2,4.58,1,6,1,1
05MAY2022,MOC2,proton,2,4.58,1,6,1,1
05MAY2022,MOC2,proton,2,4.58,1,6,1,1
05MAY2022,MOC2,proton,2,4.58,1,7,0,1
05MAY2022,MOC2,proton,2,4.58,1,7,1,1
05MAY2022,MOC2,proton,2,4.58,1,7,0,1
05MAY2022,MOC2,proton,2,4.58,1,7,1,2
05MAY2022,MOC2,proton,2,4.58,1,7,1,0
05MAY2022,MOC2,proton,2,4.58,1,7,0,3
05MAY2022,MOC2,proton,2,4.58,1,7,1,5
05MAY2022,MOC2,proton,2,4.58,1,7,2,1
05MAY2022,MOC2,proton,2,4.58,1,7,1,1
05MAY2022,MOC2,proton,2,4.58,1,7,1,2
05MAY2022,MOC2,proton,2,4.58,1,7,1,0
05MAY2022,MOC2,proton,2,4.58,1,7,0,1
05MAY2022,MOC2,proton,2,4.58,1,7,4,0
05MAY2022,MOC2,proton,2,4.58,1,7,1,1
05MAY2022,MOC2,proton,2,4.58,1,7,3,0
05MAY2022,MOC2,proton,2,4.58,1,7,1,0
05MAY2022,MOC2,proton,2,4.58,1,7,3,4
05MAY2022,MOC2,proton,2,4.58,1,1,0,2
05MAY2022,MOC2,proton,2,4.58,1,1,2,0
05MAY2022,MOC2,proton,2,4.58,1,1,2,3
05MAY2022,MOC2,proton,2,4.58,1,1,0,1
05MAY2022,MOC2,proton,2,4.58,1,1,1,0
05MAY2022,MOC2,proton,2,4.58,1,1,1,0
05MAY2022,MOC2,proton,2,4.58,1,1,2,0
05MAY2022,MOC2,proton,2,4.58,1,1,2,1
05MAY2022,MOC2,proton,2,4.58,1,1,3,2
05MAY2022,MOC2,proton,2,4.58,1,1,4,0
05MAY2022,MOC2,proton,2,4.58,1,1,2,0
